date,year,month,day,competition.slug,competition.string,home.team,away.team,matchup,rmd.link,match.csv.link,stats.csv.link,notes,round,location.data
5/29/16,2016,5,29,nwsl-2016,NWSL 2016,PTFC,SRFC,PTFC-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-srfc-052916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-srfc-052916.csv,,week-7,yes
6/10/16,2016,6,10,nwsl-2016,NWSL 2016,BOS,WAS,BOS-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-was-061016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-bos-was-061016.csv,,week-8,no
6/11/16,2016,6,11,nwsl-2016,NWSL 2016,SBFC,FCKC,SBFC-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-fckc-061116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-sbfc-fckc-061116.csv,,week-8,no
6/11/16,2016,6,11,nwsl-2016,NWSL 2016,WNYF,ORL,WNYF-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-orl-061116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-wnyf-orl-061116.csv,,week-8,no
6/12/16,2016,6,12,nwsl-2016,NWSL 2016,CRS,PTFC,CRS-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-ptfc-061216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-crs-ptfc-061216.csv,,week-8,yes
6/12/16,2016,6,12,nwsl-2016,NWSL 2016,SRFC,HOU,SRFC-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-hou-061216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-srfc-hou-061216.csv,,week-8,yes
6/17/16,2016,6,17,nwsl-2016,NWSL 2016,WNYF,PTFC,WNYF-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-ptfc-061716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-wnyf-ptfc-061716.csv,,week-9,no
6/18/16,2016,6,18,nwsl-2016,NWSL 2016,CRS,BOS,CRS-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-bos-061816.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-crs-bos-061816.csv,,week-9,no
6/18/16,2016,6,18,nwsl-2016,NWSL 2016,WAS,ORL,WAS-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-orl-061816.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-was-orl-061816.csv,,week-9,no
6/19/16,2016,6,19,nwsl-2016,NWSL 2016,SBFC,SRFC,SBFC-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-srfc-061916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-sbfc-srfc-061916.csv,,week-9,no
6/19/16,2016,6,19,nwsl-2016,NWSL 2016,HOU,FCKC,HOU-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-fckc-061916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-hou-fckc-061916.csv,,week-9,no
6/22/16,2016,6,22,nwsl-2016,NWSL 2016,PTFC,CRS,PTFC-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-crs-062216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-crs-062216.csv,,week-10,yes
6/23/16,2016,6,23,nwsl-2016,NWSL 2016,ORL,HOU,ORL-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-hou-062316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-orl-hou-062316.csv,,week-10,yes
6/24/16,2016,6,24,nwsl-2016,NWSL 2016,WNYF,BOS,WNYF-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-bos-062416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-wnyf-bos-062416.csv,,week-10,no
6/25/16,2016,6,25,nwsl-2016,NWSL 2016,WAS,SBFC,WAS-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-sbfc-062516.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-was-sbfc-062516.csv,,week-10,no
6/25/16,2016,6,25,nwsl-2016,NWSL 2016,FCKC,SRFC,FCKC-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-srfc-062516.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-fckc-srfc-062516.csv,,week-10,no
6/26/16,2016,6,26,nwsl-2016,NWSL 2016,ORL,PTFC,ORL-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-ptfc-062616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-orl-ptfc-062616.csv,,week-10,yes
7/1/16,2016,7,1,nwsl-2016,NWSL 2016,WNYF,CRS,WNYF-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-crs-070116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-wnyf-crs-070116.csv,,week-11,no
7/2/16,2016,7,2,nwsl-2016,NWSL 2016,WAS,FCKC,WAS-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-fckc-070216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-was-fckc-070216.csv,,week-11,no
7/2/16,2016,7,2,nwsl-2016,NWSL 2016,PTFC,SBFC,PTFC-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-sbfc-070216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-sbfc-070216.csv,,week-11,no
7/2/16,2016,7,2,nwsl-2016,NWSL 2016,SRFC,BOS,SRFC-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-bos-070216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-srfc-bos-070216.csv,,week-11,no
7/9/16,2016,7,9,nwsl-2016,NWSL 2016,PTFC,FCKC,PTFC-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-fckc-070916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-fckc-070916.csv,,week-12,no
7/9/16,2016,7,9,nwsl-2016,NWSL 2016,WAS,CRS,WAS-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-crs-070916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-was-crs-070916.csv,,week-12,yes
7/9/16,2016,7,9,nwsl-2016,NWSL 2016,SBFC,HOU,SBFC-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-hou-070916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-sbfc-hou-070916.csv,,week-12,no
7/9/16,2016,7,9,nwsl-2016,NWSL 2016,WNYF,SRFC,WNYF-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-srfc-070916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-wnyf-srfc-070916.csv,,week-12,no
7/10/16,2016,7,10,nwsl-2016,NWSL 2016,ORL,BOS,ORL-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-bos-071016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-orl-bos-071016.csv,,week-12,no
7/16/16,2016,7,16,nwsl-2016,NWSL 2016,ORL,CRS,ORL-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-crs-071616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-orl-crs-071616.csv,,week-13,no
7/16/16,2016,7,16,nwsl-2016,NWSL 2016,HOU,PTFC,HOU-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-ptfc-071616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-hou-ptfc-071616.csv,,week-13,no
7/16/16,2016,7,16,nwsl-2016,NWSL 2016,FCKC,WAS,FCKC-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-was-071616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-fckc-was-071616.csv,,week-13,no
7/17/16,2016,7,17,nwsl-2016,NWSL 2016,BOS,SBFC,BOS-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-sbfc-071716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-bos-sbfc-071716.csv,,week-13,no
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,SBFC,WAS,SBFC-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-was-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-sbfc-was-072316.csv,,week-14,no
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,CRS,HOU,CRS-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-hou-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-crs-hou-072316.csv,,week-14,no
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,PTFC,SRFC,PTFC-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-srfc-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-srfc-073016.csv,,week-15,no
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,CRS,FCKC,CRS-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-fckc-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-crs-fckc-073016.csv,,week-15,no
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,HOU,WNYF,HOU-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-wnyf-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-hou-wnyf-073016.csv,,week-15,no
8/26/16,2016,8,26,nwsl-2016,NWSL 2016,ORL,WAS,ORL-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-was-082616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-orl-was-082616.csv,,week-16,no
8/27/16,2016,8,27,nwsl-2016,NWSL 2016,SRFC,PTFC,SRFC-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-ptfc-082716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-srfc-ptfc-082716.csv,,week-16,no
9/3/16,2016,9,3,nwsl-2016,NWSL 2016,HOU,ORL,HOU-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-orl-090316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-hou-orl-090316.csv,,week-17,no
9/4/16,2016,9,4,nwsl-2016,NWSL 2016,PTFC,BOS,PTFC-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-bos-090416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-bos-090416.csv,,week-17,no
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,PTFC,HOU,PTFC-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-hou-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-hou-090716.csv,,week-18,no
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,PTFC,WNYF,PTFC-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-wnyf-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-wnyf-091116.csv,,week-19,no
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,HOU,BOS,HOU-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-bos-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-hou-bos-091116.csv,,week-19,no
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,FCKC,CRS,FCKC-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-crs-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-fckc-crs-091116.csv,,week-19,no
9/25/16,2016,9,25,nwsl-2016,NWSL 2016,SBFC,PTFC,SBFC-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-ptfc-092516.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-sbfc-ptfc-092516.csv,,week-20,no
10/2/16,2016,10,2,nwsl-2016,NWSL 2016,PTFC,WNYF,PTFC-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-wnyf-100216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/analysis/csv/matches/tables/nwsl-2016/nwsl-2016-ptfc-wnyf-100216.csv,,semifinal,no
